Category,Type,LET,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,consent_2.started,consent_2.stopped,instructions.started,instructions.stopped,key_resp_instructions_2.keys,key_resp_instructions_2.rt,word1,word2,word3,word4,word5,word6,word7,word8,word9,rt_1,rt_2,rt_3,rt_4,rt_5,key_resp_diff.keys,key_resp_diff.rt,key_resp_diff.started,key_resp_diff.stopped,Strategy_resp,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,18.8036277461797,None,25.955488247796893,None,g,3.377813513856381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489457348957,001,2020_Jul_09_1540,Word Fluency Task,2020.1.2,59.71604439011153,
Things in a kitchen,Spatial,j,,,,,,,,,0,0,0,2,,,,,,,bowl,ketchup,bananas,fork,spoon,,,,,48.760223125107586,50.91412026807666,52.365085138008,53.462240401189774,55.295363151934,3,3.519416875205934,122.50634109321982,None,It popped in my head,129.87212110310793,None,129.87212110310793,None,129.87212110310793,None,p,5.581430778838694,129.87212110310793,None,489457348957,001,2020_Jul_09_1540,Word Fluency Task,2020.1.2,59.71604439011153,
