consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,CONS,consent_image_1.started,consent_image_1.stopped,MTURK_ID,session,date,expName,psychopyVersion,frameRate,
,,,,,24.262783693149686,None,,,,,,,
