Category,Type,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,fixation.started,fixation.stopped,timer.started,timer.stopped,instruct_text.started,instruct_text.stopped,letter_text.started,letter_text.stopped,screen_text.started,screen_text.stopped,list_text1.started,list_text1.stopped,list_text2.started,list_text2.stopped,list_text3.started,list_text3.stopped,list_text4.started,list_text4.stopped,list_text5.started,list_text5.stopped,word1,word2,word3,word4,word5,word6,word7,word8,rt_1,rt_2,rt_3,rt_4,fixation_1.started,fixation_1.stopped,difficulty_question.started,difficulty_question.stopped,options.started,options.stopped,anchor_1.started,anchor_1.stopped,anchor_2.started,anchor_2.stopped,key_resp_diff.keys,key_resp_diff.rt,key_resp_diff.started,key_resp_diff.stopped,text_other.started,text_other.stopped,text.started,text.stopped,Strategy_resp,participant,session,date,expName,psychopyVersion,frameRate,
Things in a kitchen,Spatial,,,,,0,0,0,2,23.311666660010815,None,24.299362858990207,25.36238942691125,25.28329708892852,None,25.28329708892852,None,25.28329708892852,None,25.28329708892852,None,25.28329708892852,None,25.28329708892852,None,25.28329708892852,None,25.28329708892852,None,25.28329708892852,None,mixer,fork,knife,other things,,,,,"(0, 4.236265632556751)","(1, 5.571651346515864)","(2, 7.61492990446277)","(3, 10.588718085549772)",35.38539479486644,36.45219273096882,36.36104610282928,None,36.36104610282928,None,36.36104610282928,None,36.36104610282928,None,5,1.8483233670704067,36.36104610282928,None,38.318414142820984,None,38.318414142820984,None,It poped into my hed,001,001,2020_Jun_22_1134,Word Fluency Task,2020.1.2,None,
