instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Category,Type,instructions.started,instructions.stopped,fixation.started,fixation.stopped,timer.started,timer.stopped,instruct_text.started,instruct_text.stopped,letter_text.started,letter_text.stopped,screen_text.started,screen_text.stopped,list_text1.started,list_text1.stopped,list_text2.started,list_text2.stopped,list_text3.started,list_text3.stopped,list_text4.started,list_text4.stopped,list_text5.started,list_text5.stopped,word1,word2,word3,word4,word5,word6,word7,word8,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,8.535421913024038,None,9.584959678119048,10.584944292902946,10.584944292902946,None,10.584944292902946,None,10.584944292902946,None,10.584944292902946,None,10.584944292902946,None,10.584944292902946,None,10.584944292902946,None,10.584944292902946,None,10.584944292902946,None,bed,lamp,bedroom,furniture,,,,,,,,,,,
