instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Category,Type,instructions.started,instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,8.213677363935858,None,,,,,,,
