Category,Type,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,fixation.started,fixation.stopped,timer.started,timer.stopped,instruct_text.started,instruct_text.stopped,letter_text.started,letter_text.stopped,screen_text.started,screen_text.stopped,list_text1.started,list_text1.stopped,list_text2.started,list_text2.stopped,list_text3.started,list_text3.stopped,list_text4.started,list_text4.stopped,list_text5.started,list_text5.stopped,word000,word001,word002,word003,word004,word005,rt_0,rt_1,fixation_1.started,fixation_1.stopped,difficulty_question.started,difficulty_question.stopped,options.started,options.stopped,anchor_1.started,anchor_1.stopped,anchor_2.started,anchor_2.stopped,key_resp_diff.keys,key_resp_diff.rt,key_resp_diff.started,key_resp_diff.stopped,text_other.started,text_other.stopped,text.started,text.stopped,Strategy_resp,participant,session,date,expName,psychopyVersion,frameRate,
Things in a kitchen,Spatial,,,,,0,0,0,2,8.135066495044157,None,9.518631452927366,10.518947613891214,10.502849617041647,None,10.502849617041647,None,10.502849617041647,None,10.502849617041647,None,10.502849617041647,None,10.502849617041647,None,10.502849617041647,None,10.502849617041647,None,10.502849617041647,None,fork,knife,,,,,5.763737973058596,9.813624689122662,20.5049753729254,21.506348776863888,21.48937674984336,None,21.48937674984336,None,21.48937674984336,None,21.48937674984336,None,3,0.8919999790377915,21.48937674984336,None,22.405245556961745,None,22.405245556961745,None,Popped into my head,005,001,2020_Jun_22_1946,Word Fluency Task,2020.1.2,60.09667393887667,
