Category,Type,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,fixation.started,fixation.stopped,timer.started,timer.stopped,instruct_text.started,instruct_text.stopped,letter_text.started,letter_text.stopped,screen_text.started,screen_text.stopped,list_text1.started,list_text1.stopped,list_text2.started,list_text2.stopped,list_text3.started,list_text3.stopped,list_text4.started,list_text4.stopped,list_text5.started,list_text5.stopped,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,rt_1,fixation_1.started,fixation_1.stopped,difficulty_question.started,difficulty_question.stopped,options.started,options.stopped,anchor_1.started,anchor_1.stopped,anchor_2.started,anchor_2.stopped,key_resp_diff.keys,key_resp_diff.rt,key_resp_diff.started,key_resp_diff.stopped,text_other.started,text_other.stopped,text.started,text.stopped,Strategy_resp,participant,session,date,expName,psychopyVersion,frameRate,
Words that start with S,Phonemic,,,,,0,0,0,5,9.603156063938513,None,10.637331728823483,11.637582188937813,11.620841139927506,None,11.620841139927506,None,11.620841139927506,None,11.620841139927506,None,11.620841139927506,None,11.620841139927506,None,11.620841139927506,None,11.620841139927506,None,11.620841139927506,None,snake,small,snack,sniff,snitch,snail,smark,,,,,10.312727841315791,21.6246587887872,22.625230917008594,22.608514767838642,None,22.608514767838642,None,22.608514767838642,None,22.608514767838642,None,6,0.8865547960158437,22.608514767838642,None,23.52433265093714,None,23.52433265093714,None,It popped into my head,05,001,2020_Jun_19_1637,Word Fluency Task,2020.1.2,59.61464345777314,
