Category,Type,LET,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,consent_2.started,consent_2.stopped,instructions.started,instructions.stopped,word1,word2,word3,word4,word5,key_resp_diff.keys,key_resp_diff.rt,key_resp_diff.started,key_resp_diff.stopped,Strategy_resp,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Sports,Semantic,J,,,,,,,,,0,0,0,8,12.477275552228093,None,19.33035217784345,None,,,,,,7,18.416795468889177,112.90993517125025,None,It popped into my head,137.16609489312395,None,137.16609489312395,None,137.16609489312395,None,j,5.084517935290933,137.16609489312395,None,5809673498567,001,2020_Jul_09_1532,Word Fluency Task,2020.1.2,60.079908089210626,
