consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,consent_loop.ran,CONS,MTURK_ID,session,date,expName,psychopyVersion,OS,frameRate,instructions_resp_1.keys,instructions_resp_1.rt,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,INS,key_resp_instructions_2.keys,key_resp_instructions_2.rt,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,rt_1,rt_2,rt_3,rt_4,rt_5,rt_6,rt_7,rt_8,rt_9,rt_10,rt_11,rt_12,rt_13,rt_14,rt_15,rt_16,rt_17,key_resp_diff.keys,key_resp_diff.rt,Strategy_resp,key_resp.keys,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Category,Type,LET,word18,rt_18,word19,rt_19
0,0,0,0,1,Consent1.png,A1KWC8TW8ANBQ8,001,2020-07-27_16h00.16.477,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,Consent2.png,A1KWC8TW8ANBQ8,001,2020-07-27_16h00.16.477,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A1KWC8TW8ANBQ8,001,2020-07-27_16h00.16.477,Fluency_Task,2020.1.2,Win32,60,space,1.35936,0,0,0,0,1,Instructions1.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A1KWC8TW8ANBQ8,001,2020-07-27_16h00.16.477,Fluency_Task,2020.1.2,Win32,60,space,5.278315,0,1,1,1,1,Instructions2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A1KWC8TW8ANBQ8,001,2020-07-27_16h00.16.477,Fluency_Task,2020.1.2,Win32,60,space,1.08927,0,2,2,2,1,Instructions3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A1KWC8TW8ANBQ8,001,2020-07-27_16h00.16.477,Fluency_Task,2020.1.2,Win32,60,space,4.41509,0,3,3,3,1,Instructions4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A1KWC8TW8ANBQ8,001,2020-07-27_16h00.16.477,Fluency_Task,2020.1.2,Win32,60,space,1.225775,0,4,4,4,1,Instructions5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A1KWC8TW8ANBQ8,001,2020-07-27_16h00.16.477,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,1,37.973645,almond,apricot,airport,air,ace,and,an,another,aircraft,avid,around,awkard,awe,awesome,alpine,ass,asshole,80,76,70,69,67,63,62,59,51,40,31,26,20,15,8,2,0,2,5.928435,I just typed the items as fast as I could think of them.,j,2.417725,0,0,0,4,1,Words that start with A,Phonemic,j,,,,
,,,,,,A1KWC8TW8ANBQ8,001,2020-07-27_16h00.16.477,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,,,steve,stir,speed,space,sparrow,spring,sprung,swift,sweet,suck,shit,shame,shameless,should,shouldn,skunk,swallow,79,77,74,72,69,66,64,57,54,50,46,39,35,29,26,13,9,1,2.79519,,p,1.875385,0,1,1,5,1,Words that start with S,Phonemic,p,switch,2,,
,,,,,,A1KWC8TW8ANBQ8,001,2020-07-27_16h00.16.477,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,,,fuck,fake,fun,fur,film,flimsey,flame,fact,forward,fantasy,farm,fluck,fan,furrough,fantastic,foremost,frank,85,84,82,80,78,69,65,59,54,48,43,34,28,21,15,9,3,1,2.315605,,return,0.11334,0,2,2,3,1,Words that start with F,Phonemic,p,,,,
