Category,Type,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,fixation.started,fixation.stopped,timer.started,timer.stopped,instruct_text.started,instruct_text.stopped,letter_text.started,letter_text.stopped,screen_text.started,screen_text.stopped,list_text1.started,list_text1.stopped,list_text2.started,list_text2.stopped,list_text3.started,list_text3.stopped,list_text4.started,list_text4.stopped,list_text5.started,list_text5.stopped,word1,word2,word3,word4,word5,word6,word7,rt_1,rt_2,rt_3,fixation_1.started,fixation_1.stopped,difficulty_question.started,difficulty_question.stopped,options.started,options.stopped,anchor_1.started,anchor_1.stopped,anchor_2.started,anchor_2.stopped,key_resp_diff.keys,key_resp_diff.rt,key_resp_diff.started,key_resp_diff.stopped,text_other.started,text_other.stopped,text.started,text.stopped,Strategy_resp,participant,session,date,expName,psychopyVersion,frameRate,
Things in a kitchen,Spatial,,,,,0,0,0,2,8.809084997978061,None,9.859242239966989,10.859463257947937,10.842250707093626,None,10.842250707093626,None,10.842250707093626,None,10.842250707093626,None,10.842250707093626,None,10.842250707093626,None,10.842250707093626,None,10.842250707093626,None,10.842250707093626,None,lamp,fork,knife,,,,,"(0, 6.110939919715747)","(1, 7.444122741697356)","(2, 8.211835360853001)",20.844791593030095,21.84514345903881,21.828208743128926,None,21.828208743128926,None,21.828208743128926,None,21.828208743128926,None,6,1.0259133109357208,21.828208743128926,None,22.88006165693514,None,22.88006165693514,None,kfsdfk,001,001,2020_Jun_20_1303,Word Fluency Task,2020.1.2,60.01708891672231,
