consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,consent_loop.ran,CONS,MTURK_ID,session,date,expName,psychopyVersion,OS,frameRate,instructions_resp_1.keys,instructions_resp_1.rt,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,INS,key_resp_instructions_2.keys,key_resp_instructions_2.rt,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19,rt_1,rt_2,rt_3,rt_4,rt_5,rt_6,rt_7,rt_8,rt_9,rt_10,rt_11,rt_12,rt_13,rt_14,rt_15,rt_16,rt_17,rt_18,rt_19,key_resp_diff.keys,key_resp_diff.rt,Strategy_resp,key_resp.keys,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Category,Type,LET,word20,word21,word22,word23,rt_20,rt_21,rt_22,rt_23
0,0,0,0,1,Consent1.png,A1BWS5AD2T4NIR,001,2020-07-27_16h22.49.199,Fluency_Task,2020.1.2,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,Consent2.png,A1BWS5AD2T4NIR,001,2020-07-27_16h22.49.199,Fluency_Task,2020.1.2,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A1BWS5AD2T4NIR,001,2020-07-27_16h22.49.199,Fluency_Task,2020.1.2,Linux x86_64,60,space,0.85449,0,0,0,0,1,Instructions1.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A1BWS5AD2T4NIR,001,2020-07-27_16h22.49.199,Fluency_Task,2020.1.2,Linux x86_64,60,space,23.34297,0,1,1,1,1,Instructions2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A1BWS5AD2T4NIR,001,2020-07-27_16h22.49.199,Fluency_Task,2020.1.2,Linux x86_64,60,space,3.70623,0,2,2,2,1,Instructions3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A1BWS5AD2T4NIR,001,2020-07-27_16h22.49.199,Fluency_Task,2020.1.2,Linux x86_64,60,space,24.155705,0,3,3,3,1,Instructions4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A1BWS5AD2T4NIR,001,2020-07-27_16h22.49.199,Fluency_Task,2020.1.2,Linux x86_64,60,space,18.8577,0,4,4,4,1,Instructions5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A1BWS5AD2T4NIR,001,2020-07-27_16h22.49.199,Fluency_Task,2020.1.2,Linux x86_64,60,,,,,,,,,3,5.6651,same,start,save,simple,savory,supplement,sure,soon,sand,supple,send,soar,sore,see,shear,shore,scooter,surf,sun,81,80,78,72,68,64,61,59,55,48,45,42,39,33,29,27,22,8,5,4,3.17857,I thought about the first item that came to mind and subseqent words just entered my mind.,p,1.93124,0,0,0,5,1,Words that start with S,Phonemic,p,,,,,,,,
,,,,,,A1BWS5AD2T4NIR,001,2020-07-27_16h22.49.199,Fluency_Task,2020.1.2,Linux x86_64,60,,,,,,,,,,,car,ladder,lawn mower,gas can,edger,toolbox,saw,hammer,screwdriver,flashlight,paint,boxes,shelf,multimeter,,,,,,84,83,69,68,65,58,52,49,46,42,36,25,11,3,,,,,,5,2.27504,I thought about what i remember being in my garage.,j,1.23992,0,1,1,0,1,Things in a Garage,Spatial,j,,,,,,,,
,,,,,,A1BWS5AD2T4NIR,001,2020-07-27_16h22.49.199,Fluency_Task,2020.1.2,Linux x86_64,60,,,,,,,,,,,dog,cat,lion,tiger,bear,hippopatomus,aardvark,anteater,squirrel,raccoon,fish,shark,monkey,gorilla,shrimp,crab,whale,giraffe,cheetah,86,85,84,82,81,69,65,63,59,57,54,53,51,48,39,36,34,26,22,1,1.99655,Names of animals just came to mind.,j,0.872075,0,2,2,6,1,Animals,Semantic,j,wolverine,deer,moose,snake,17,16,14,1
,,,,,,A1BWS5AD2T4NIR,001,2020-07-27_16h22.49.199,Fluency_Task,2020.1.2,Linux x86_64,60,,,,,,,,,,,chair,rack,table,magazines,television,vending machine,phones,carpet,lamp,divider,pen,,,,,,,,,84,81,80,78,76,67,58,50,48,32,27,,,,,,,,,5,6.40646,I tried to picture items in a hotel lobby.,j,1.568165,0,3,3,2,1,Things in a Hotel Lobby,Spatial,j,,,,,,,,
,,,,,,A1BWS5AD2T4NIR,001,2020-07-27_16h22.49.199,Fluency_Task,2020.1.2,Linux x86_64,60,,,,,,,,,,,tables,chairs,buffet,napkins,condiments,utensils,cups,food,drinks,menus,stove,,,,,,,,,87,85,84,80,78,75,73,36,30,13,5,,,,,,,,,5,5.62124,I tried to remember what it was like the last time  I was in a restaurant.,p,0.739905,0,4,4,1,1,Things in a Restaurant,Spatial,p,,,,,,,,
,,,,,,A1BWS5AD2T4NIR,001,2020-07-27_16h22.49.199,Fluency_Task,2020.1.2,Linux x86_64,60,,,,,,,,,,,animal,act,address,add,air,aim,ate,ailment,attune,are,arm,attention,affirm,apple,apricot,amen,akin,allude,abrupt,85,82,80,78,74,72,70,63,58,54,51,42,38,36,34,30,24,19,16,1,1.773645,Words just entered my mind.,j,0.749365,0,5,5,4,1,Words that start with A,Phonemic,j,aroused,arrest,assist,,9,4,1,
,,,,,,A1BWS5AD2T4NIR,001,2020-07-27_16h22.49.199,Fluency_Task,2020.1.2,Linux x86_64,60,,,,,,,,,,,fair,fun,feel,fought,fix,finish,future,fortune,fame,fear,for,foam,fit,fish,fend,floor,fantastic,fan,fork,87,86,84,83,82,80,78,76,75,70,68,64,60,56,53,47,34,28,3,4,2.006045,I pronounced the letter 'f' and tried to think of new words that started with it.,p,0.735315,0,6,6,3,1,Words that start with F,Phonemic,p,,,,,,,,
,,,,,,A1BWS5AD2T4NIR,001,2020-07-27_16h22.49.199,Fluency_Task,2020.1.2,Linux x86_64,60,,,,,,,,,,,doctor,lawyer,cop,astronaut,scientist,baker,athlete,programmer,mailman,politician,nurse,carpenter,driver,painter,artist,,,,,86,85,82,79,77,74,64,58,56,49,44,36,22,17,13,,,,,5,0.7994,Words just came to mind.,p,0.718175,0,7,7,7,1,Occupations,Semantic,p,,,,,,,,
,,,,,,A1BWS5AD2T4NIR,001,2020-07-27_16h22.49.199,Fluency_Task,2020.1.2,Linux x86_64,60,,,,,,,,,,,baseball,basketball,football,soccer,hockey,volleyball,golf,tennis,skiing,snowboarding,,,,,,,,,,86,84,82,81,77,63,61,39,29,19,,,,,,,,,,6,1.40712,Words just entered my mind.,j,0.80857,0,8,8,8,1,Sports,Semantic,j,,,,,,,,
