instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Category,Type,instructions.started,instructions.stopped,fixation.started,fixation.stopped,timer.started,timer.stopped,instruct_text.started,instruct_text.stopped,letter_text.started,letter_text.stopped,screen_text.started,screen_text.stopped,list_text1.started,list_text1.stopped,list_text2.started,list_text2.stopped,list_text3.started,list_text3.stopped,list_text4.started,list_text4.stopped,list_text5.started,list_text5.stopped,fixation_1.started,fixation_1.stopped,difficulty_question.started,difficulty_question.stopped,options.started,options.stopped,anchor_1.started,anchor_1.stopped,anchor_2.started,anchor_2.stopped,key_resp_diff.keys,key_resp_diff.rt,key_resp_diff.started,key_resp_diff.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,8.637421731837094,None,9.738927118014544,10.738965940894559,10.722138403914869,None,10.722138403914869,None,10.722138403914869,None,10.722138403914869,None,10.722138403914869,None,10.722138403914869,None,10.722138403914869,None,10.722138403914869,None,10.722138403914869,None,20.725500758970156,21.74126559495926,21.70786472898908,None,21.70786472898908,None,21.70786472898908,None,21.70786472898908,None,2,0.4221950771752745,21.70786472898908,None,,,,,,,
