consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Category,Type,LET,consent_image_1.started,consent_image_1.stopped,instructions_image_1.started,instructions_image_1.stopped,instructions_resp_1.keys,instructions_resp_1.rt,instructions_resp_1.started,instructions_resp_1.stopped,key_resp_instructions_2.keys,key_resp_instructions_2.rt,MTURK_ID,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,5.830248557002051,None,7.863272910006344,None,space,0.7706252190109808,7.863272910006344,None,3,0.7867966589983553,03495830495,001,2020_Jul_27_1330,Word Fluency Task,2020.1.2,60.16034174908939,
