consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,consent_loop.ran,CONS,MTURK_ID,session,date,expName,psychopyVersion,OS,frameRate,instructions_resp_1.keys,instructions_resp_1.rt,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,INS,key_resp_instructions_2.keys,key_resp_instructions_2.rt,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19,word20,word21,word22,rt_1,rt_2,rt_3,rt_4,rt_5,rt_6,rt_7,rt_8,rt_9,rt_10,rt_11,rt_12,rt_13,rt_14,rt_15,rt_16,rt_17,rt_18,rt_19,rt_20,rt_21,rt_22,key_resp_diff.keys,key_resp_diff.rt,Strategy_resp,key_resp.keys,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Category,Type,LET
0,0,0,0,1,Consent1.png,A1KWC8TW8ANBQ8,001,2020-07-23_14h24.35.919,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,Consent2.png,A1KWC8TW8ANBQ8,001,2020-07-23_14h24.35.919,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A1KWC8TW8ANBQ8,001,2020-07-23_14h24.35.919,Fluency_Task,2020.1.2,Win32,60,space,1.480155,0,0,0,0,1,Instructions1.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A1KWC8TW8ANBQ8,001,2020-07-23_14h24.35.919,Fluency_Task,2020.1.2,Win32,60,space,14.645255,0,1,1,1,1,Instructions2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A1KWC8TW8ANBQ8,001,2020-07-23_14h24.35.919,Fluency_Task,2020.1.2,Win32,60,space,13.11816,0,2,2,2,1,Instructions3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A1KWC8TW8ANBQ8,001,2020-07-23_14h24.35.919,Fluency_Task,2020.1.2,Win32,60,space,9.620095,0,3,3,3,1,Instructions4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A1KWC8TW8ANBQ8,001,2020-07-23_14h24.35.919,Fluency_Task,2020.1.2,Win32,60,space,19.468635,0,4,4,4,1,Instructions5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A1KWC8TW8ANBQ8,001,2020-07-23_14h24.35.919,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,3,8.194875,lion,tiger,whale,coyote,snake,monkey,chimp,dog,cat,rat,rhino,hippo,alligator,lizard,bird,frog,pig,coq,cow,rooster,mule,horse,79,77,75,72,68,65,60,59,58,56,49,46,43,37,35,30,19,17,14,11,9,5,1,5.06795,"Initially I just started thinking of animals I knew.  Then in the zoo, then on the farm.",j,4.571815,0,0,0,6,1,Animals,Semantic,j
,,,,,,A1KWC8TW8ANBQ8,001,2020-07-23_14h24.35.919,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,,,doctor,lawyer,plumber,carpentor,scientists,politician,anthropologist,physcologist,surgeon,cen,ceo,teacher,speech,,,,,,,,,,75,72,67,63,60,56,45,38,32,19,17,10,4,,,,,,,,,,1,11.12017,Just thought about all the occupations I knew off the top of my head.,p,1.87324,0,1,1,7,1,Occupations,Semantic,p
,,,,,,A1KWC8TW8ANBQ8,001,2020-07-23_14h24.35.919,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,,,frank,front,feel,food,fountain,funnel,function,fabricate,forward,fun,felt,feelings,,,,,,,,,,,80,78,76,74,68,66,63,54,45,38,31,27,,,,,,,,,,,2,9.27665,Just randomly recalled occupations I knew in my head.,p,2.2182,0,2,2,3,1,Words that start with F,Phonemic,p
