consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,consent_loop.ran,CONS,MTURK_ID,session,date,expName,psychopyVersion,OS,frameRate,instructions_resp_1.keys,instructions_resp_1.rt,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,INS,key_resp_instructions_2.keys,key_resp_instructions_2.rt,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19,word20,rt_1,rt_2,rt_3,rt_4,rt_5,rt_6,rt_7,rt_8,rt_9,rt_10,rt_11,rt_12,rt_13,rt_14,rt_15,rt_16,rt_17,rt_18,rt_19,rt_20,key_resp_diff.keys,key_resp_diff.rt,Strategy_resp,key_resp.keys,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Category,Type,LET,word21,word22,word23,word24,word25,word26,rt_21,rt_22,rt_23,rt_24,rt_25,rt_26
0,0,0,0,1,Consent1.png,A3PYEW6693PCHT,001,2020-07-27_15h47.10.781,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,Consent2.png,A3PYEW6693PCHT,001,2020-07-27_15h47.10.781,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A3PYEW6693PCHT,001,2020-07-27_15h47.10.781,Fluency_Task,2020.1.2,Win32,60,space,1.18827,0,0,0,0,1,Instructions1.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A3PYEW6693PCHT,001,2020-07-27_15h47.10.781,Fluency_Task,2020.1.2,Win32,60,space,13.10569,0,1,1,1,1,Instructions2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A3PYEW6693PCHT,001,2020-07-27_15h47.10.781,Fluency_Task,2020.1.2,Win32,60,space,5.662925,0,2,2,2,1,Instructions3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A3PYEW6693PCHT,001,2020-07-27_15h47.10.781,Fluency_Task,2020.1.2,Win32,60,space,12.058605,0,3,3,3,1,Instructions4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A3PYEW6693PCHT,001,2020-07-27_15h47.10.781,Fluency_Task,2020.1.2,Win32,60,space,10.21946,0,4,4,4,1,Instructions5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A3PYEW6693PCHT,001,2020-07-27_15h47.10.781,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,3,8.38054,fireman,policeman,doctor,truck driver,construction worker,cashier,janitor,bartender,coach,teacher,principal,engineer,musician,delivery driver,postal worker,chef,scientist,politician,nanny,sports caster,84,82,78,75,72,70,67,64,61,58,54,50,43,40,34,31,19,14,10,1,4,4.26419,Thought of jobs that were close to me or going on  near I am,p,1.738575,0,0,0,7,1,Occupations,Semantic,p,,,,,,,,,,,,
,,,,,,A3PYEW6693PCHT,001,2020-07-27_15h47.10.781,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,,,table,chair,people,food,spoons,forks,knives,chef,line cook,money,cash register,credit card machine,napkins,table cloths,booze,refridgerator,freezer,sinks,soap,scissors,86,85,83,81,79,78,76,70,65,62,59,53,50,48,44,29,27,23,19,7,5,1.36726,I pretended I was inside a restaurant,p,0.81279,0,1,1,1,1,Things in a Restaurant,Spatial,p,,,,,,,,,,,,
,,,,,,A3PYEW6693PCHT,001,2020-07-27_15h47.10.781,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,,,shark,start,smart,shit,stood,small,snarky,smack,shirt,sir,sit,smitten,smite,starve,spark,spoon,spore,stent,stat,saw,87,84,83,81,79,77,75,73,71,69,69,67,64,61,57,55,53,47,42,37,3,9.428035,looked around my surroundings first then just used my brain to think,p,30.582605,0,2,2,5,1,Words that start with S,Phonemic,p,sap,say,sat,siren,stall,stand,34,32,30,25,19,13
