consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,INS,consent_image_1.started,consent_image_1.stopped,Prolific_ID,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,9.934739547781646,None,,,,,,,
