Category,Type,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,fixation.started,fixation.stopped,timer.started,timer.stopped,instruct_text.started,instruct_text.stopped,letter_text.started,letter_text.stopped,screen_text.started,screen_text.stopped,list_text1.started,list_text1.stopped,list_text2.started,list_text2.stopped,list_text3.started,list_text3.stopped,list_text4.started,list_text4.stopped,list_text5.started,list_text5.stopped,word1,word2,word3,word4,word5,word6,word7,word8,word9,rt_1,rt_2,rt_3,rt_4,rt_5,fixation_1.started,fixation_1.stopped,difficulty_question.started,difficulty_question.stopped,options.started,options.stopped,anchor_1.started,anchor_1.stopped,anchor_2.started,anchor_2.stopped,key_resp_diff.keys,key_resp_diff.rt,key_resp_diff.started,key_resp_diff.stopped,text_other.started,text_other.stopped,text.started,text.stopped,Strategy_resp,participant,session,date,expName,psychopyVersion,frameRate,
Things in a kitchen,Spatial,,,,,0,0,0,2,7.780036802170798,None,8.763799817999825,9.764489544089884,9.74867634405382,None,9.74867634405382,None,9.74867634405382,None,9.74867634405382,None,9.74867634405382,None,9.74867634405382,None,9.74867634405382,None,9.74867634405382,None,9.74867634405382,None,peeler,mixer,fridge,table,fork,,,,,"(0, 3.5461422803346068)","(1, 4.863633752334863)","(2, 6.5645773485302925)","(3, 9.047808880452067)","(4, 10.364690924528986)",19.75162553996779,20.751083784969524,20.73498993809335,None,20.73498993809335,None,20.73498993809335,None,20.73498993809335,None,4,0.567242190008983,20.73498993809335,None,21.334866249002516,None,21.334866249002516,None,Popped into my head,0004,001,2020_Jun_19_1706,Word Fluency Task,2020.1.2,59.92812176111848,
