Category,Type,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19,word20,word21,word22,word23,word24,word25,rt_1,rt_2,rt_3,rt_4,rt_5,rt_6,rt_7,rt_8,rt_9,rt_10,rt_11,rt_12,rt_13,rt_14,rt_15,rt_16,rt_17,rt_18,rt_19,rt_20,rt_21,rt_22,rt_23,key_resp_diff.keys,key_resp_diff.rt,key_resp_diff.started,key_resp_diff.stopped,Strategy_resp,participant,session,date,expName,psychopyVersion,frameRate,
Things in a kitchen,Spatial,,,,,0,0,0,2,40.39810889074579,None,fork,knife,toaster,fruits,vegetables,apples,bananas,fridge,washing machine,spoon,ladle,peeler,waffle maker,oven,stove,burner,vent,drawers,onions,carrots,plates,pan,pot,,,10.742826628033072,12.07524813292548,17.543751994147897,26.330895415041596,28.948033010121435,29.848747365176678,32.0656193732284,34.45048044901341,38.23320843698457,42.75270666508004,44.0036057010293,46.97043973207474,51.92192175285891,53.73914459394291,55.723844837863,57.50717306789011,62.558451327029616,71.49595360597596,73.36169349309057,77.1630755928345,80.713679515291,81.59767187107354,82.16445465013385,5,1.23044771887362,136.84339050482959,None,It popped into my head,8457384,001,2020_Jul_03_1044,Word Fluency Task,2020.1.2,60.39110267687126,
