consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Category,Type,LET,consent_image_1.started,consent_image_1.stopped,instructions_image_1.started,instructions_image_1.stopped,key_resp_instructions_2.keys,key_resp_instructions_2.rt,Prolific_ID,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,6.997193516232073,None,11.249547225888819,None,g,1.3395050028339028,209384203984,001,2020_Jul_09_1609,Word Fluency Task,2020.1.2,59.8232237160821,
