consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,CONS,consent_image_1.started,consent_image_1.stopped,Prolific_ID,session,date,expName,psychopyVersion,frameRate,
,,,,,9.067259056027979,None,,,,,,,
