instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,INS,instructions.started,instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,8.115695334970951,None,,,,,,,
