Category,Type,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,fixation.started,fixation.stopped,timer.started,timer.stopped,instruct_text.started,instruct_text.stopped,letter_text.started,letter_text.stopped,screen_text.started,screen_text.stopped,list_text1.started,list_text1.stopped,list_text2.started,list_text2.stopped,list_text3.started,list_text3.stopped,list_text4.started,list_text4.stopped,list_text5.started,list_text5.stopped,word1,word2,word3,word4,word5,word6,word7,word8,rt_9,fixation_1.started,fixation_1.stopped,difficulty_question.started,difficulty_question.stopped,options.started,options.stopped,anchor_1.started,anchor_1.stopped,anchor_2.started,anchor_2.stopped,key_resp_diff.keys,key_resp_diff.rt,key_resp_diff.started,key_resp_diff.stopped,text_other.started,text_other.stopped,text.started,text.stopped,Strategy_resp,participant,session,date,expName,psychopyVersion,frameRate,
Things in a kitchen,Spatial,,,,,0,0,0,2,7.131276978878304,None,7.53084217896685,8.533122556982562,8.51625381084159,None,8.51625381084159,None,8.51625381084159,None,8.51625381084159,None,8.51625381084159,None,8.51625381084159,None,8.51625381084159,None,8.51625381084159,None,8.51625381084159,None,peeler,mixer,cups,bowls,,,,,"(3, 10.545468193711713)",18.518317937850952,19.519561875844374,19.502750624902546,None,19.502750624902546,None,19.502750624902546,None,19.502750624902546,None,5,0.8387827458791435,19.502750624902546,None,20.36860667099245,None,20.36860667099245,None,It popped into my head,01,001,2020_Jun_19_1634,Word Fluency Task,2020.1.2,59.995500568601734,
