consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Category,Type,LET,consent_image_1.started,consent_image_1.stopped,instructions_image_1.started,instructions_image_1.stopped,instructions_resp_1.keys,instructions_resp_1.rt,instructions_resp_1.started,instructions_resp_1.stopped,key_resp_instructions_2.keys,key_resp_instructions_2.rt,MTURK_ID,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,6.280875841999659,None,8.54717058299866,None,space,0.47874583399971016,8.54717058299866,None,3,1.8829787260037847,934857394875,001,2020_Jul_27_1330,Word Fluency Task,2020.1.2,59.96977942897519,
