instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,INS,KEYS,instructions.started,instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,6.813542659860104,None,,,,,,,
