instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Category,Type,instructions.started,instructions.stopped,fixation.started,fixation.stopped,timer.started,timer.stopped,instruct_text.started,instruct_text.stopped,letter_text.started,letter_text.stopped,screen_text.started,screen_text.stopped,list_text1.started,list_text1.stopped,list_text2.started,list_text2.stopped,list_text3.started,list_text3.stopped,list_text4.started,list_text4.stopped,list_text5.started,list_text5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,7.3160757957957685,None,7.698873440967873,8.700091806938872,8.700091806938872,None,8.700091806938872,None,8.700091806938872,None,8.700091806938872,None,8.700091806938872,None,8.700091806938872,None,8.700091806938872,None,8.700091806938872,None,8.700091806938872,None,,,,,,,
