consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,consent_loop.ran,CONS,MTURK_ID,session,date,expName,psychopyVersion,OS,frameRate,instructions_resp_1.keys,instructions_resp_1.rt,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,INS,key_resp_instructions_2.keys,key_resp_instructions_2.rt,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,rt_1,rt_2,rt_3,rt_4,rt_5,rt_6,rt_7,rt_8,rt_9,rt_10,rt_11,rt_12,rt_13,rt_14,rt_15,rt_16,rt_17,rt_18,key_resp_diff.keys,key_resp_diff.rt,Strategy_resp,key_resp.keys,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Category,Type,LET
0,0,0,0,1,Consent1.png,AOL10N301GITW,001,2020-07-27_16h37.41.767,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,Consent2.png,AOL10N301GITW,001,2020-07-27_16h37.41.767,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,AOL10N301GITW,001,2020-07-27_16h37.41.767,Fluency_Task,2020.1.2,Win32,60,space,2.736895,0,0,0,0,1,Instructions1.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,AOL10N301GITW,001,2020-07-27_16h37.41.767,Fluency_Task,2020.1.2,Win32,60,space,46.770305,0,1,1,1,1,Instructions2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,AOL10N301GITW,001,2020-07-27_16h37.41.767,Fluency_Task,2020.1.2,Win32,60,space,12.022565,0,2,2,2,1,Instructions3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,AOL10N301GITW,001,2020-07-27_16h37.41.767,Fluency_Task,2020.1.2,Win32,60,space,16.37381,0,3,3,3,1,Instructions4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,AOL10N301GITW,001,2020-07-27_16h37.41.767,Fluency_Task,2020.1.2,Win32,60,space,19.46591,0,4,4,4,1,Instructions5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,AOL10N301GITW,001,2020-07-27_16h37.41.767,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,1,17.873585,swimming,sharp,small,six,sight,sex,ship,shark,should,shut,shit,spirit,spin,spine,super,suck,savage,sanitery,81,78,76,75,69,65,62,59,55,50,48,39,35,32,25,14,7,3,3,8.91797,think a lot,p,4.783415,0,0,0,5,1,Words that start with S,Phonemic,p
,,,,,,AOL10N301GITW,001,2020-07-27_16h37.41.767,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,,,lion,tiger,bear,beer,crocodile,white tiger,giraffee,camel,pig,dog,cat,rat,mouse,hippopotames,ostrich,,,,86,84,82,80,76,68,57,54,46,43,42,38,26,16,5,,,,5,5.96594,,j,2.129265,0,1,1,6,1,Animals,Semantic,j
,,,,,,AOL10N301GITW,001,2020-07-27_16h37.41.767,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,,,apple,aeroplane,aim,air,angry,arregant,army,arregance,adament,appear,appeal,acuqright,accut,account,,,,,84,77,72,62,49,45,41,34,30,26,24,15,8,4,,,,,5,3.7011,,j,1.56278,0,2,2,4,1,Words that start with A,Phonemic,j
,,,,,,AOL10N301GITW,001,2020-07-27_16h37.41.767,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,,,driving,doctor,army,judge,politician,teacher,porn actor,grocery owner,it worker,technician,actor,actress,director,,,,,,84,80,78,73,68,60,54,41,28,13,9,7,2,,,,,,6,3.41105,,p,1.37528,0,3,3,7,1,Occupations,Semantic,p
,,,,,,AOL10N301GITW,001,2020-07-27_16h37.41.767,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,,,table,chair,plate,hand washer,sanitizer,television,air conditioner,mirror,tissue paper,hand dryer,mate,,,,,,,,84,79,67,57,52,42,34,27,21,14,4,,,,,,,,6,3.32526,,p,1.34853,0,4,4,1,1,Things in a Restaurant,Spatial,p
,,,,,,AOL10N301GITW,001,2020-07-27_16h37.41.767,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,,,fox,friend,fuck,family,finr,fine,fast,furious,fame,funeral,fizz,fear,for,first,,,,,86,83,80,77,71,67,60,57,55,42,37,30,21,10,,,,,4,3.017015,,p,1.550435,0,5,5,3,1,Words that start with F,Phonemic,p
,,,,,,AOL10N301GITW,001,2020-07-27_16h37.41.767,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,,,guest chair,larger room,footage,camera,furniture,,,,,,,,,,,,,,45,38,31,26,7,,,,,,,,,,,,,,7,2.479695,,j,1.59701,0,6,6,2,1,Things in a Hotel Lobby,Spatial,j
,,,,,,AOL10N301GITW,001,2020-07-27_16h37.41.767,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,,,ball,bat,foot ball,badmiton,energy,running,throw,stamina,catch,fielding,tennis,fast,sprinter,olympic,america,won,,,80,78,73,70,67,64,58,50,43,35,29,21,18,11,9,3,,,3,1.92192,,j,1.47664,0,7,7,8,1,Sports,Semantic,j
,,,,,,AOL10N301GITW,001,2020-07-27_16h37.41.767,Fluency_Task,2020.1.2,Win32,60,,,,,,,,,,,hammer,wrench,ladder,motor oil,garage cans,gloves,spiders,nails,screws,dustpan,newspapers,,,,,,,,68,64,60,53,45,38,32,26,21,14,6,,,,,,,,7,3.492585,,j,1.414685,0,8,8,0,1,Things in a Garage,Spatial,j
